"","COMP","SEASON","ROUND","LEG","HOMETEAM","AWAYTEAM","RESULT","DATE"
"207","UCL","2008-2009","viertelfinale","1st(1st leg)","Puerto Rico Islanders","Marathón","2:1 (0:1)","1st(1st leg): 27/02/2009 01:00"
"208","UCL","2008-2009","viertelfinale","2nd (2nd leg)","Marathón","Puerto Rico Islanders","0:1 (0:0)","2nd (2nd leg): 05/03/2009 01:00"
"209","UCL","2009-2010","viertelfinale","1st(1st leg)","Olympique Lyon","Girondins Bordeaux","3:1 (2:1)","1st(1st leg): 30/03/2010 19:45"
"210","UCL","2009-2010","viertelfinale","2nd (2nd leg)","Girondins Bordeaux","Olympique Lyon","1:0 (1:0)","2nd (2nd leg): 07/04/2010 19:45"
"211","UCL","2009-2010","viertelfinale","1st(1st leg)","Bayern München","Manchester United","2:1 (0:1)","1st(1st leg): 30/03/2010 19:45"
"212","UCL","2009-2010","viertelfinale","2nd (2nd leg)","Manchester United","Bayern München","3:2 (3:1)","2nd (2nd leg): 07/04/2010 19:45"
"213","UCL","2009-2010","viertelfinale","1st(1st leg)","Arsenal FC","FC Barcelona","2:2 (0:0)","1st(1st leg): 31/03/2010 19:45"
"214","UCL","2009-2010","viertelfinale","2nd (2nd leg)","FC Barcelona","Arsenal FC","4:1 (3:1)","2nd (2nd leg): 06/04/2010 19:45"
"215","UCL","2009-2010","viertelfinale","1st(1st leg)","Inter","CSKA Moskva","1:0 (0:0)","1st(1st leg): 31/03/2010 19:45"
"216","UCL","2009-2010","viertelfinale","2nd (2nd leg)","CSKA Moskva","Inter","0:1 (0:1)","2nd (2nd leg): 06/04/2010 17:30"
"217","UCL","2010-2011","viertelfinale","1st(1st leg)","Real Madrid","Tottenham Hotspur","4:0 (1:0)","1st(1st leg): 05/04/2011 19:45"
"218","UCL","2010-2011","viertelfinale","2nd (2nd leg)","Tottenham Hotspur","Real Madrid","0:1 (0:0)","2nd (2nd leg): 13/04/2011 19:45"
"219","UCL","2010-2011","viertelfinale","1st(1st leg)","Inter","FC Schalke 04","2:5 (2:2)","1st(1st leg): 05/04/2011 19:45"
"220","UCL","2010-2011","viertelfinale","2nd (2nd leg)","FC Schalke 04","Inter","2:1 (1:0)","2nd (2nd leg): 13/04/2011 19:45"
"221","UCL","2010-2011","viertelfinale","1st(1st leg)","Chelsea FC","Manchester United","0:1 (0:1)","1st(1st leg): 06/04/2011 19:45"
"222","UCL","2010-2011","viertelfinale","2nd (2nd leg)","Manchester United","Chelsea FC","2:1 (1:0)","2nd (2nd leg): 12/04/2011 19:45"
"223","UCL","2010-2011","viertelfinale","1st(1st leg)","FC Barcelona","Shakhtar Donetsk","5:1 (2:0)","1st(1st leg): 06/04/2011 19:45"
"224","UCL","2010-2011","viertelfinale","2nd (2nd leg)","Shakhtar Donetsk","FC Barcelona","0:1 (0:1)","2nd (2nd leg): 12/04/2011 19:45"
"225","UCL","2011-2012","viertelfinale","1st(1st leg)","APOEL Nikosia","Real Madrid","0:3 (0:0)","1st(1st leg): 27/03/2012 19:45"
"226","UCL","2011-2012","viertelfinale","2nd (2nd leg)","Real Madrid","APOEL Nikosia","5:2 (2:0)","2nd (2nd leg): 04/04/2012 19:45"
"227","UCL","2011-2012","viertelfinale","1st(1st leg)","SL Benfica","Chelsea FC","0:1 (0:0)","1st(1st leg): 27/03/2012 19:45"
"228","UCL","2011-2012","viertelfinale","2nd (2nd leg)","Chelsea FC","SL Benfica","2:1 (1:0)","2nd (2nd leg): 04/04/2012 19:45"
"229","UCL","2011-2012","viertelfinale","1st(1st leg)","Olympique Marseille","Bayern München","0:2 (0:1)","1st(1st leg): 28/03/2012 19:45"
"230","UCL","2011-2012","viertelfinale","2nd (2nd leg)","Bayern München","Olympique Marseille","2:0 (2:0)","2nd (2nd leg): 03/04/2012 19:45"
"231","UCL","2011-2012","viertelfinale","1st(1st leg)","AC Milan","FC Barcelona","0:0 (0:0)","1st(1st leg): 28/03/2012 19:45"
"232","UCL","2011-2012","viertelfinale","2nd (2nd leg)","FC Barcelona","AC Milan","3:1 (2:1)","2nd (2nd leg): 03/04/2012 19:45"
"233","UCL","2012-2013","viertelfinale","1st(1st leg)","Paris Saint-Germain","FC Barcelona","2:2 (0:1)","1st(1st leg): 02/04/2013 19:45"
"234","UCL","2012-2013","viertelfinale","2nd (2nd leg)","FC Barcelona","Paris Saint-Germain","1:1 (0:0)","2nd (2nd leg): 10/04/2013 19:45"
"235","UCL","2012-2013","viertelfinale","1st(1st leg)","Bayern München","Juventus","2:0 (1:0)","1st(1st leg): 02/04/2013 19:45"
"236","UCL","2012-2013","viertelfinale","2nd (2nd leg)","Juventus","Bayern München","0:2 (0:0)","2nd (2nd leg): 10/04/2013 19:45"
"237","UCL","2012-2013","viertelfinale","1st(1st leg)","Málaga CF","Borussia Dortmund","0:0 (0:0)","1st(1st leg): 03/04/2013 19:45"
"238","UCL","2012-2013","viertelfinale","2nd (2nd leg)","Borussia Dortmund","Málaga CF","3:2 (1:1)","2nd (2nd leg): 09/04/2013 19:45"
"239","UCL","2012-2013","viertelfinale","1st(1st leg)","Real Madrid","Galatasaray","3:0 (2:0)","1st(1st leg): 03/04/2013 19:45"
"240","UCL","2012-2013","viertelfinale","2nd (2nd leg)","Galatasaray","Real Madrid","3:2 (0:1)","2nd (2nd leg): 09/04/2013 19:45"
"241","UCL","2013-2014","viertelfinale","1st(1st leg)","FC Barcelona","Atlético Madrid","1:1 (0:0)","1st(1st leg): 01/04/2014 19:45"
"242","UCL","2013-2014","viertelfinale","2nd (2nd leg)","Atlético Madrid","FC Barcelona","1:0 (1:0)","2nd (2nd leg): 09/04/2014 19:45"
"243","UCL","2013-2014","viertelfinale","1st(1st leg)","Manchester United","Bayern München","1:1 (0:0)","1st(1st leg): 01/04/2014 19:45"
"244","UCL","2013-2014","viertelfinale","2nd (2nd leg)","Bayern München","Manchester United","3:1 (0:0)","2nd (2nd leg): 09/04/2014 19:45"
"245","UCL","2013-2014","viertelfinale","1st(1st leg)","Real Madrid","Borussia Dortmund","3:0 (2:0)","1st(1st leg): 02/04/2014 19:45"
"246","UCL","2013-2014","viertelfinale","2nd (2nd leg)","Borussia Dortmund","Real Madrid","2:0 (2:0)","2nd (2nd leg): 08/04/2014 19:45"
"247","UCL","2013-2014","viertelfinale","1st(1st leg)","Paris Saint-Germain","Chelsea FC","3:1 (1:1)","1st(1st leg): 02/04/2014 19:45"
"248","UCL","2013-2014","viertelfinale","2nd (2nd leg)","Chelsea FC","Paris Saint-Germain","2:0 (1:0)","2nd (2nd leg): 08/04/2014 19:45"
"249","UCL","2014-2015","viertelfinale","1st(1st leg)","Atlético Madrid","Real Madrid","0:0 (0:0)","1st(1st leg): 14/04/2015 19:45"
"250","UCL","2014-2015","viertelfinale","2nd (2nd leg)","Real Madrid","Atlético Madrid","1:0 (0:0)","2nd (2nd leg): 22/04/2015 19:45"
"251","UCL","2014-2015","viertelfinale","1st(1st leg)","Juventus","AS Monaco","1:0 (0:0)","1st(1st leg): 14/04/2015 19:45"
"252","UCL","2014-2015","viertelfinale","2nd (2nd leg)","AS Monaco","Juventus","0:0 (0:0)","2nd (2nd leg): 22/04/2015 19:45"
"253","UCL","2014-2015","viertelfinale","1st(1st leg)","Paris Saint-Germain","FC Barcelona","1:3 (0:1)","1st(1st leg): 15/04/2015 19:45"
"254","UCL","2014-2015","viertelfinale","2nd (2nd leg)","FC Barcelona","Paris Saint-Germain","2:0 (2:0)","2nd (2nd leg): 21/04/2015 19:45"
"255","UCL","2014-2015","viertelfinale","1st(1st leg)","FC Porto","Bayern München","3:1 (2:1)","1st(1st leg): 15/04/2015 19:45"
"256","UCL","2014-2015","viertelfinale","2nd (2nd leg)","Bayern München","FC Porto","6:1 (5:0)","2nd (2nd leg): 21/04/2015 19:45"
"257","UCL","2015-2016","viertelfinale","1st(1st leg)","Bayern München","SL Benfica","1:0 (1:0)","1st(1st leg): 05/04/2016 19:45"
"258","UCL","2015-2016","viertelfinale","2nd (2nd leg)","SL Benfica","Bayern München","2:2 (1:1)","2nd (2nd leg): 13/04/2016 19:45"
"259","UCL","2015-2016","viertelfinale","1st(1st leg)","FC Barcelona","Atlético Madrid","2:1 (0:1)","1st(1st leg): 05/04/2016 19:45"
"260","UCL","2015-2016","viertelfinale","2nd (2nd leg)","Atlético Madrid","FC Barcelona","2:0 (1:0)","2nd (2nd leg): 13/04/2016 19:45"
"261","UCL","2015-2016","viertelfinale","1st(1st leg)","VfL Wolfsburg","Real Madrid","2:0 (2:0)","1st(1st leg): 06/04/2016 19:45"
"262","UCL","2015-2016","viertelfinale","2nd (2nd leg)","Real Madrid","VfL Wolfsburg","3:0 (2:0)","2nd (2nd leg): 12/04/2016 19:45"
"263","UCL","2015-2016","viertelfinale","1st(1st leg)","Paris Saint-Germain","Manchester City","2:2 (1:1)","1st(1st leg): 06/04/2016 19:45"
"264","UCL","2015-2016","viertelfinale","2nd (2nd leg)","Manchester City","Paris Saint-Germain","1:0 (0:0)","2nd (2nd leg): 12/04/2016 19:45"
"265","UCL","2016-2017","viertelfinale","1st(1st leg)","Juventus","FC Barcelona","3:0 (2:0)","1st(1st leg): 11/04/2017 19:45"
"266","UCL","2016-2017","viertelfinale","2nd (2nd leg)","FC Barcelona","Juventus","0:0 (0:0)","2nd (2nd leg): 19/04/2017 19:45"
"267","UCL","2016-2017","viertelfinale","1st(1st leg)","Borussia Dortmund","AS Monaco","2:3 (0:2)","1st(1st leg): 12/04/2017 17:45"
"268","UCL","2016-2017","viertelfinale","2nd (2nd leg)","AS Monaco","Borussia Dortmund","3:1 (2:0)","2nd (2nd leg): 19/04/2017 19:50"
"269","UCL","2016-2017","viertelfinale","1st(1st leg)","Atlético Madrid","Leicester City","1:0 (1:0)","1st(1st leg): 12/04/2017 19:45"
"270","UCL","2016-2017","viertelfinale","2nd (2nd leg)","Leicester City","Atlético Madrid","1:1 (0:1)","2nd (2nd leg): 18/04/2017 19:45"
"271","UCL","2016-2017","viertelfinale","1st(1st leg)","Bayern München","Real Madrid","1:2 (1:0)","1st(1st leg): 12/04/2017 19:45"
"272","UCL","2016-2017","viertelfinale","2nd (2nd leg)","Real Madrid","Bayern München","4:2 (0:0, 1:2) aet","2nd (2nd leg): 18/04/2017 19:45"
"273","UCL","2017-2018","viertelfinale","1st(1st leg)","Sevilla FC","Bayern München","1:2 (1:1)","1st(1st leg): 03/04/2018 19:45"
"274","UCL","2017-2018","viertelfinale","2nd (2nd leg)","Bayern München","Sevilla FC","0:0 (0:0)","2nd (2nd leg): 11/04/2018 19:45"
"275","UCL","2017-2018","viertelfinale","1st(1st leg)","Juventus","Real Madrid","0:3 (0:1)","1st(1st leg): 03/04/2018 19:45"
"276","UCL","2017-2018","viertelfinale","2nd (2nd leg)","Real Madrid","Juventus","1:3 (0:2)","2nd (2nd leg): 11/04/2018 19:45"
"277","UCL","2017-2018","viertelfinale","1st(1st leg)","FC Barcelona","AS Roma","4:1 (1:0)","1st(1st leg): 04/04/2018 19:45"
"278","UCL","2017-2018","viertelfinale","2nd (2nd leg)","AS Roma","FC Barcelona","3:0 (1:0)","2nd (2nd leg): 10/04/2018 19:45"
"279","UCL","2017-2018","viertelfinale","1st(1st leg)","Liverpool FC","Manchester City","3:0 (3:0)","1st(1st leg): 04/04/2018 19:45"
"280","UCL","2017-2018","viertelfinale","2nd (2nd leg)","Manchester City","Liverpool FC","1:2 (1:0)","2nd (2nd leg): 10/04/2018 19:45"
"281","UCL","2018-2019","viertelfinale","1st(1st leg)","Liverpool FC","FC Porto","2:0 (2:0)","1st(1st leg): 09/04/2019 20:00"
"282","UCL","2018-2019","viertelfinale","2nd (2nd leg)","FC Porto","Liverpool FC","1:4 (0:1)","2nd (2nd leg): 17/04/2019 20:00"
"283","UCL","2018-2019","viertelfinale","1st(1st leg)","Tottenham Hotspur","Manchester City","1:0 (0:0)","1st(1st leg): 09/04/2019 20:00"
"284","UCL","2018-2019","viertelfinale","2nd (2nd leg)","Manchester City","Tottenham Hotspur","4:3 (3:2)","2nd (2nd leg): 17/04/2019 20:00"
"285","UCL","2018-2019","viertelfinale","1st(1st leg)","AFC Ajax","Juventus","1:1 (0:1)","1st(1st leg): 10/04/2019 20:00"
"286","UCL","2018-2019","viertelfinale","2nd (2nd leg)","Juventus","AFC Ajax","1:2 (1:1)","2nd (2nd leg): 16/04/2019 20:00"
"287","UCL","2018-2019","viertelfinale","1st(1st leg)","Manchester United","FC Barcelona","0:1 (0:1)","1st(1st leg): 10/04/2019 20:00"
"288","UCL","2018-2019","viertelfinale","2nd (2nd leg)","FC Barcelona","Manchester United","3:0 (2:0)","2nd (2nd leg): 16/04/2019 20:00"
"289","UCL","2007-2008","halbfinale","1st(1st leg)","Liverpool FC","Chelsea FC","1:1 (1:0)","1st(1st leg): 22/04/2008 19:45"
"290","UCL","2007-2008","halbfinale","2nd (2nd leg)","Chelsea FC","Liverpool FC","3:2 (1:0, 1:1) aet","2nd (2nd leg): 30/04/2008 19:45"
"291","UCL","2007-2008","halbfinale","1st(1st leg)","FC Barcelona","Manchester United","0:0 (0:0)","1st(1st leg): 23/04/2008 19:45"
"292","UCL","2007-2008","halbfinale","2nd (2nd leg)","Manchester United","FC Barcelona","1:0 (1:0)","2nd (2nd leg): 29/04/2008 19:45"
"293","UCL","2008-2009","halbfinale","1st(1st leg)","Puerto Rico Islanders","Cruz Azul","2:0 (2:0)","1st(1st leg): 18/03/2009 00:00"
"294","UCL","2008-2009","halbfinale","2nd (2nd leg)","Cruz Azul","Puerto Rico Islanders","4:2 (1:0, 2:0, 3:1) pso","2nd (2nd leg): 08/04/2009 03:00"
"295","UCL","2008-2009","halbfinale","1st(1st leg)","Santos Laguna","CF Atlante","2:1 (1:1)","1st(1st leg): 19/03/2009 02:00"
"296","UCL","2008-2009","halbfinale","2nd (2nd leg)","CF Atlante","Santos Laguna","3:1 (1:0)","2nd (2nd leg): 09/04/2009 03:00"
"297","UCL","2009-2010","halbfinale","1st(1st leg)","Inter","FC Barcelona","3:1 (1:1)","1st(1st leg): 20/04/2010 19:45"
"298","UCL","2009-2010","halbfinale","2nd (2nd leg)","FC Barcelona","Inter","1:0 (0:0)","2nd (2nd leg): 28/04/2010 19:45"
"299","UCL","2009-2010","halbfinale","1st(1st leg)","Bayern München","Olympique Lyon","1:0 (0:0)","1st(1st leg): 21/04/2010 19:45"
"300","UCL","2009-2010","halbfinale","2nd (2nd leg)","Olympique Lyon","Bayern München","0:3 (0:1)","2nd (2nd leg): 27/04/2010 19:45"
"301","UCL","2010-2011","halbfinale","1st(1st leg)","FC Schalke 04","Manchester United","0:2 (0:0)","1st(1st leg): 26/04/2011 19:45"
"302","UCL","2010-2011","halbfinale","2nd (2nd leg)","Manchester United","FC Schalke 04","4:1 (2:1)","2nd (2nd leg): 04/05/2011 19:45"
"303","UCL","2010-2011","halbfinale","1st(1st leg)","Real Madrid","FC Barcelona","0:2 (0:0)","1st(1st leg): 27/04/2011 19:45"
"304","UCL","2010-2011","halbfinale","2nd (2nd leg)","FC Barcelona","Real Madrid","1:1 (0:0)","2nd (2nd leg): 03/05/2011 19:45"
"305","UCL","2011-2012","halbfinale","1st(1st leg)","Bayern München","Real Madrid","2:1 (1:0)","1st(1st leg): 17/04/2012 19:45"
"306","UCL","2011-2012","halbfinale","2nd (2nd leg)","Real Madrid","Bayern München","1:3 (2:1, 2:1, 2:1) pso","2nd (2nd leg): 25/04/2012 19:45"
"307","UCL","2011-2012","halbfinale","1st(1st leg)","Chelsea FC","FC Barcelona","1:0 (1:0)","1st(1st leg): 18/04/2012 19:45"
"308","UCL","2011-2012","halbfinale","2nd (2nd leg)","FC Barcelona","Chelsea FC","2:2 (2:1)","2nd (2nd leg): 24/04/2012 19:45"
"309","UCL","2012-2013","halbfinale","1st(1st leg)","Bayern München","FC Barcelona","4:0 (1:0)","1st(1st leg): 23/04/2013 19:45"
"310","UCL","2012-2013","halbfinale","2nd (2nd leg)","FC Barcelona","Bayern München","0:3 (0:0)","2nd (2nd leg): 01/05/2013 19:45"
"311","UCL","2012-2013","halbfinale","1st(1st leg)","Borussia Dortmund","Real Madrid","4:1 (1:1)","1st(1st leg): 24/04/2013 19:45"
"312","UCL","2012-2013","halbfinale","2nd (2nd leg)","Real Madrid","Borussia Dortmund","2:0 (0:0)","2nd (2nd leg): 30/04/2013 19:45"
"313","UCL","2013-2014","halbfinale","1st(1st leg)","Atlético Madrid","Chelsea FC","0:0 (0:0)","1st(1st leg): 22/04/2014 19:45"
"314","UCL","2013-2014","halbfinale","2nd (2nd leg)","Chelsea FC","Atlético Madrid","1:3 (1:1)","2nd (2nd leg): 30/04/2014 19:45"
"315","UCL","2013-2014","halbfinale","1st(1st leg)","Real Madrid","Bayern München","1:0 (1:0)","1st(1st leg): 23/04/2014 19:45"
"316","UCL","2013-2014","halbfinale","2nd (2nd leg)","Bayern München","Real Madrid","0:4 (0:3)","2nd (2nd leg): 29/04/2014 19:45"
"317","UCL","2014-2015","halbfinale","1st(1st leg)","Juventus","Real Madrid","2:1 (1:1)","1st(1st leg): 05/05/2015 19:45"
"318","UCL","2014-2015","halbfinale","2nd (2nd leg)","Real Madrid","Juventus","1:1 (1:0)","2nd (2nd leg): 13/05/2015 19:45"
"319","UCL","2014-2015","halbfinale","1st(1st leg)","FC Barcelona","Bayern München","3:0 (0:0)","1st(1st leg): 06/05/2015 19:45"
"320","UCL","2014-2015","halbfinale","2nd (2nd leg)","Bayern München","FC Barcelona","3:2 (1:2)","2nd (2nd leg): 12/05/2015 19:45"
"321","UCL","2015-2016","halbfinale","1st(1st leg)","Manchester City","Real Madrid","0:0 (0:0)","1st(1st leg): 26/04/2016 19:45"
"322","UCL","2015-2016","halbfinale","2nd (2nd leg)","Real Madrid","Manchester City","1:0 (1:0)","2nd (2nd leg): 04/05/2016 19:45"
"323","UCL","2015-2016","halbfinale","1st(1st leg)","Atlético Madrid","Bayern München","1:0 (1:0)","1st(1st leg): 27/04/2016 19:45"
"324","UCL","2015-2016","halbfinale","2nd (2nd leg)","Bayern München","Atlético Madrid","2:1 (1:0)","2nd (2nd leg): 03/05/2016 19:45"
"325","UCL","2016-2017","halbfinale","1st(1st leg)","Real Madrid","Atlético Madrid","3:0 (1:0)","1st(1st leg): 02/05/2017 19:45"
"326","UCL","2016-2017","halbfinale","2nd (2nd leg)","Atlético Madrid","Real Madrid","2:1 (2:1)","2nd (2nd leg): 10/05/2017 19:45"
"327","UCL","2016-2017","halbfinale","1st(1st leg)","AS Monaco","Juventus","0:2 (0:1)","1st(1st leg): 03/05/2017 19:45"
"328","UCL","2016-2017","halbfinale","2nd (2nd leg)","Juventus","AS Monaco","2:1 (2:0)","2nd (2nd leg): 09/05/2017 19:45"
"329","UCL","2017-2018","halbfinale","1st(1st leg)","Liverpool FC","AS Roma","5:2 (2:0)","1st(1st leg): 24/04/2018 19:45"
"330","UCL","2017-2018","halbfinale","2nd (2nd leg)","AS Roma","Liverpool FC","4:2 (1:2)","2nd (2nd leg): 02/05/2018 19:45"
"331","UCL","2017-2018","halbfinale","1st(1st leg)","Bayern München","Real Madrid","1:2 (1:1)","1st(1st leg): 25/04/2018 19:45"
"332","UCL","2017-2018","halbfinale","2nd (2nd leg)","Real Madrid","Bayern München","2:2 (1:1)","2nd (2nd leg): 01/05/2018 19:45"
"333","UCL","2018-2019","halbfinale","1st(1st leg)","Tottenham Hotspur","AFC Ajax","0:1 (0:1)","1st(1st leg): 30/04/2019 20:00"
"334","UCL","2018-2019","halbfinale","2nd (2nd leg)","AFC Ajax","Tottenham Hotspur","2:3 (2:0)","2nd (2nd leg): 08/05/2019 20:00"
"335","UCL","2018-2019","halbfinale","1st(1st leg)","FC Barcelona","Liverpool FC","3:0 (1:0)","1st(1st leg): 01/05/2019 20:00"
"336","UCL","2018-2019","halbfinale","2nd (2nd leg)","Liverpool FC","FC Barcelona","4:0 (1:0)","2nd (2nd leg): 07/05/2019 20:00"
"337","UCL","2007-2008","finale","FINAL","Manchester United","Chelsea FC","6:5 (1:1, 1:1, 1:1) pso","21/05/2008: 19:45"
"338","UCL","2008-2009","finale","FINAL","Manchester United","FC Barcelona","0:2 (0:1)","27/05/2009: 19:45"
"339","UCL","2010-2011","finale","FINAL","FC Barcelona","Manchester United","3:1 (1:1)","28/05/2011: 19:45"
"340","UCL","2011-2012","finale","FINAL","Bayern München","Chelsea FC","3:4 (0:0, 1:1, 1:1) pso","19/05/2012: 19:45"
"341","UCL","2012-2013","finale","FINAL","Borussia Dortmund","Bayern München","1:2 (0:0)","25/05/2013: 19:45"
"342","UCL","2013-2014","finale","FINAL","Real Madrid","Atlético Madrid","4:1 (0:1, 1:1) aet","24/05/2014: 19:45"
"343","UCL","2014-2015","finale","FINAL","Juventus","FC Barcelona","1:3 (0:1)","06/06/2015: 19:45"
"344","UCL","2015-2016","finale","FINAL","Real Madrid","Atlético Madrid","5:3 (1:0, 1:1, 1:1) pso","28/05/2016: 19:45"
"345","UCL","2016-2017","finale","FINAL","Juventus","Real Madrid","1:4 (1:1)","03/06/2017: 19:45"
"346","UCL","2017-2018","finale","FINAL","Real Madrid","Liverpool FC","3:1 (0:0)","26/05/2018: 19:45"
"347","UCL","2018-2019","finale","FINAL","Tottenham Hotspur","Liverpool FC","0:2 (0:1)","01/06/2019: 20:00"
"348","UCL","1994-1995","viertelfinale","1st(1st leg)","FC Barcelona","Paris Saint-Germain","1:1 (0:0)","1st(1st leg): 01/03/1995"
"349","UCL","1994-1995","viertelfinale","2nd (2nd leg)","Paris Saint-Germain","FC Barcelona","2:1 (0:0)","2nd (2nd leg): 15/03/1995"
"350","UCL","1994-1995","viertelfinale","1st(1st leg)","Bayern München","IFK Göteborg","0:0 (0:0)","1st(1st leg): 01/03/1995"
"351","UCL","1994-1995","viertelfinale","2nd (2nd leg)","IFK Göteborg","Bayern München","2:2 (0:0)","2nd (2nd leg): 15/03/1995"
"352","UCL","1994-1995","viertelfinale","1st(1st leg)","Hajduk Split","AFC Ajax","0:0 (0:0)","1st(1st leg): 01/03/1995"
"353","UCL","1994-1995","viertelfinale","2nd (2nd leg)","AFC Ajax","Hajduk Split","3:0 (2:0)","2nd (2nd leg): 15/03/1995"
"354","UCL","1994-1995","viertelfinale","1st(1st leg)","AC Milan","SL Benfica","2:0 (0:0)","1st(1st leg): 01/03/1995"
"355","UCL","1994-1995","viertelfinale","2nd (2nd leg)","SL Benfica","AC Milan","0:0 (0:0)","2nd (2nd leg): 15/03/1995"
"356","UCL","1995-1996","viertelfinale","1st(1st leg)","Borussia Dortmund","AFC Ajax","0:2 (0:1)","1st(1st leg): 05/03/1996"
"357","UCL","1995-1996","viertelfinale","2nd (2nd leg)","AFC Ajax","Borussia Dortmund","1:0 (0:0)","2nd (2nd leg): 20/03/1996"
"358","UCL","1995-1996","viertelfinale","1st(1st leg)","Legia Warszawa","Panathinaikos","0:0 (0:0)","1st(1st leg): 05/03/1996"
"359","UCL","1995-1996","viertelfinale","2nd (2nd leg)","Panathinaikos","Legia Warszawa","3:0 (1:0)","2nd (2nd leg): 20/03/1996"
"360","UCL","1995-1996","viertelfinale","1st(1st leg)","FC Nantes","Spartak Moskva","2:0 (1:0)","1st(1st leg): 05/03/1996"
"361","UCL","1995-1996","viertelfinale","2nd (2nd leg)","Spartak Moskva","FC Nantes","2:2 (2:0)","2nd (2nd leg): 20/03/1996"
