"","date","country","team","rating"
"34423","2000-11-24","Germany","FC Schalke 04",1032
"34424","2004-03-13","Germany","FC Schalke 04",1032
"34425","2009-05-10","Germany","FC Schalke 04",1032
"34426","2001-09-23","Spain","Sevilla FC",1032
"34427","2011-02-17","Russia","Spartak Moskva",1032
"34428","1995-02-18","Germany","VfB Stuttgart",1032
"34429","1997-05-24","Germany","VfB Stuttgart",1032
"34430","2001-10-20","Germany","VfB Stuttgart",1032
"34431","2001-12-01","Germany","VfB Stuttgart",1032
"34432","2008-09-13","Germany","VfB Stuttgart",1032
"34433","2011-05-07","Germany","VfB Stuttgart",1032
"34434","2011-08-13","Germany","VfB Stuttgart",1032
"34435","2011-10-15","Germany","VfB Stuttgart",1032
"34436","2017-03-19","Spain","Valencia CF",1032
"34437","2000-02-26","Germany","VfL Wolfsburg",1032
"34438","2002-02-09","Germany","VfL Wolfsburg",1032
"34439","2008-11-08","France","AJ Auxerre",1031
"34440","2011-12-04","France","AJ Auxerre",1031
"34441","1995-05-19","Germany","Bayer Leverkusen",1031
"34442","2002-10-27","Germany","Bayer Leverkusen",1031
"34443","2006-04-08","Germany","Bayer Leverkusen",1031
"34444","2010-05-08","Germany","Bayer Leverkusen",1031
"34445","1998-12-18","Germany","Borussia Dortmund",1031
"34446","2000-02-12","Germany","Borussia Dortmund",1031
"34447","2004-01-30","Germany","Borussia Dortmund",1031
"34448","2004-10-16","Germany","Borussia Dortmund",1031
"34449","2010-08-22","Germany","Borussia Dortmund",1031
"34450","2008-01-12","England","Chelsea FC",1031
"34451","2017-08-20","England","Chelsea FC",1031
"34452","2018-01-13","England","Chelsea FC",1031
"34453","2015-09-14","Spain","Deportivo La Coruña",1031
"34454","2015-11-07","Spain","Deportivo La Coruña",1031
"34455","2013-04-13","Belgium","KAA Gent",1031
"34456","2017-02-19","Belgium","KAA Gent",1031
"34457","1999-08-22","Germany","1. FC Kaiserslautern",1031
"34458","2002-04-27","Germany","1. FC Kaiserslautern",1031
"34459","2010-01-10","Italy","Lazio Roma",1031
"34460","2008-08-13","England","Liverpool FC",1031
"34461","2017-12-10","England","Liverpool FC",1031
"34462","2018-01-30","England","Liverpool FC",1031
"34463","2013-11-25","Spain","Málaga CF",1031
"34464","2014-05-11","Spain","Málaga CF",1031
"34465","2014-02-18","England","Manchester City",1031
"34466","2014-04-13","England","Manchester City",1031
"34467","2014-08-30","England","Manchester City",1031
"34468","2014-11-05","England","Manchester City",1031
"34469","2017-02-21","England","Manchester City",1031
"34470","2003-04-23","England","Manchester United",1031
"34471","2013-12-21","England","Manchester United",1031
"34472","2017-04-09","England","Manchester United",1031
"34473","2017-08-26","England","Manchester United",1031
"34474","2009-01-31","France","AS Monaco",1031
"34475","2009-08-15","France","AS Monaco",1031
"34476","2007-02-03","France","FC Nantes",1031
"34477","2014-01-19","France","FC Nantes",1031
"34478","2017-04-16","France","FC Nantes",1031
"34479","2016-09-11","France","Olympique Marseille",1031
"34480","2016-10-02","France","Olympique Marseille",1031
"34481","1997-11-29","Germany","FC Schalke 04",1031
"34482","1997-12-13","Germany","FC Schalke 04",1031
"34483","2004-02-14","Germany","FC Schalke 04",1031
"34484","2011-10-20","Germany","FC Schalke 04",1031
"34485","2016-09-21","Germany","FC Schalke 04",1031
"34486","2000-04-22","Spain","Sevilla FC",1031
"34487","1996-03-30","Germany","VfB Stuttgart",1031
"34488","2002-04-07","Germany","VfB Stuttgart",1031
"34489","2006-04-08","Germany","VfB Stuttgart",1031
"34490","2011-10-29","Germany","VfB Stuttgart",1031
"34491","2012-09-29","Germany","VfB Stuttgart",1031
"34492","2016-10-02","Spain","Valencia CF",1031
"34493","2000-02-09","Germany","VfL Wolfsburg",1031
"34494","2000-09-06","Germany","VfL Wolfsburg",1031
"34495","2010-02-25","Germany","VfL Wolfsburg",1031
"34496","2008-10-26","England","Arsenal FC",1030
"34497","2010-10-30","England","Arsenal FC",1030
"34498","2015-04-26","England","Arsenal FC",1030
"34499","2008-08-09","France","AJ Auxerre",1030
"34500","2008-11-22","France","AJ Auxerre",1030
"34501","2011-12-21","France","AJ Auxerre",1030
"34502","2017-08-26","Germany","Bayer Leverkusen",1030
"34503","1997-12-16","Germany","Borussia Dortmund",1030
"34504","1997-12-19","Germany","Borussia Dortmund",1030
"34505","1998-03-14","Germany","Borussia Dortmund",1030
"34506","1999-08-14","Germany","Borussia Dortmund",1030
"34507","2000-02-09","Germany","Borussia Dortmund",1030
"34508","2000-12-02","Germany","Borussia Dortmund",1030
"34509","2004-03-27","Germany","Borussia Dortmund",1030
"34510","2006-12-02","Germany","Borussia Dortmund",1030
"34511","2017-04-30","England","Chelsea FC",1030
"34512","2012-09-24","Spain","Deportivo La Coruña",1030
"34513","2010-09-26","Italy","ACF Fiorentina",1030
"34514","2014-04-12","Belgium","KAA Gent",1030
"34515","2010-01-06","Italy","Lazio Roma",1030
"34516","2017-12-30","England","Liverpool FC",1030
"34517","2008-11-30","Spain","Málaga CF",1030
"34518","2010-04-14","Spain","Málaga CF",1030
"34519","2010-05-01","Spain","Málaga CF",1030
"34520","2010-09-27","Spain","Málaga CF",1030
"34521","2017-02-20","Spain","Málaga CF",1030
"34522","2012-02-04","England","Manchester City",1030
"34523","2003-10-18","England","Manchester United",1030
"34524","2007-01-13","England","Manchester United",1030
"34525","2012-04-22","England","Manchester United",1030
"34526","2008-10-05","France","AS Monaco",1030
"34527","2008-11-16","France","AS Monaco",1030
"34528","2009-08-29","France","AS Monaco",1030
"34529","2013-10-25","France","FC Nantes",1030
"34530","2013-11-03","France","FC Nantes",1030
"34531","2014-12-02","France","FC Nantes",1030
"34532","1998-01-18","Italy","SSC Napoli",1030
"34533","2009-08-30","Italy","SSC Napoli",1030
"34534","2016-08-21","France","Olympique Marseille",1030
"34535","2008-04-26","France","Paris Saint-Germain",1030
"34536","2013-12-01","Netherlands","PSV Eindhoven",1030
"34537","2013-12-22","Netherlands","PSV Eindhoven",1030
"34538","1997-12-19","Germany","FC Schalke 04",1030
"34539","2000-12-09","Germany","FC Schalke 04",1030
"34540","2013-05-26","Spain","Sevilla FC",1030
"34541","2006-10-31","Russia","Spartak Moskva",1030
"34542","1998-03-22","Germany","VfB Stuttgart",1030
"34543","1998-08-22","Germany","VfB Stuttgart",1030
"34544","2000-09-14","Germany","VfB Stuttgart",1030
"34545","2006-02-23","Germany","VfB Stuttgart",1030
"34546","2006-05-06","Germany","VfB Stuttgart",1030
"34547","2008-08-17","Germany","VfB Stuttgart",1030
"34548","2013-02-23","Germany","VfB Stuttgart",1030
"34549","2008-09-13","Germany","VfL Wolfsburg",1030
"34550","2008-09-27","France","AJ Auxerre",1029
"34551","2009-02-21","France","AJ Auxerre",1029
"34552","1995-04-13","Germany","Bayer Leverkusen",1029
"34553","2002-11-16","Germany","Bayer Leverkusen",1029
"34554","2007-11-03","Germany","Bayer Leverkusen",1029
"34555","2009-04-05","Germany","Bayer Leverkusen",1029
"34556","2012-04-21","Germany","Bayer Leverkusen",1029
"34557","2018-02-03","France","Girondins Bordeaux",1029
"34558","1998-11-24","Germany","Borussia Dortmund",1029
"34559","2005-02-26","Germany","Borussia Dortmund",1029
"34560","2006-03-25","Germany","Borussia Dortmund",1029
"34561","2006-10-15","Germany","Borussia Dortmund",1029
"34562","2005-09-28","England","Chelsea FC",1029
"34563","2006-03-07","England","Chelsea FC",1029
"34564","2007-09-02","England","Chelsea FC",1029
"34565","2007-12-23","England","Chelsea FC",1029
"34566","2017-04-08","England","Chelsea FC",1029
"34567","2011-01-02","Spain","Deportivo La Coruña",1029
"34568","2013-11-09","Belgium","KAA Gent",1029
"34569","2017-03-09","Belgium","KAA Gent",1029
"34570","2000-04-02","Germany","1. FC Kaiserslautern",1029
"34571","2000-11-18","Germany","1. FC Kaiserslautern",1029
"34572","2000-12-03","Germany","1. FC Kaiserslautern",1029
"34573","2018-01-22","England","Liverpool FC",1029
"34574","2005-01-09","Spain","Málaga CF",1029
"34575","2010-04-10","Spain","Málaga CF",1029
"34576","2010-05-16","Spain","Málaga CF",1029
"34577","2017-01-21","Spain","Málaga CF",1029
"34578","2013-12-14","England","Manchester City",1029
"34579","2014-03-12","England","Manchester City",1029
"34580","2014-10-25","England","Manchester City",1029
"34581","2015-09-12","England","Manchester City",1029
"34582","2003-11-01","England","Manchester United",1029
"34583","2013-11-24","England","Manchester United",1029
"34584","2015-05-17","Italy","AC Milan",1029
"34585","2009-05-30","France","AS Monaco",1029
"34586","2011-02-06","France","AS Monaco",1029
"34587","2006-10-01","France","FC Nantes",1029
"34588","2007-05-05","France","FC Nantes",1029
"34589","2018-02-04","France","FC Nantes",1029
"34590","2001-02-25","Italy","SSC Napoli",1029
"34591","2001-05-06","Italy","SSC Napoli",1029
"34592","2009-05-31","Italy","SSC Napoli",1029
"34593","2008-04-13","France","Paris Saint-Germain",1029
"34594","2008-05-03","France","Paris Saint-Germain",1029
"34595","1994-04-16","Germany","FC Schalke 04",1029
"34596","1997-10-14","Germany","FC Schalke 04",1029
"34597","2004-04-17","Germany","FC Schalke 04",1029
"34598","2009-03-22","Germany","FC Schalke 04",1029
"34599","2009-10-02","Germany","FC Schalke 04",1029
"34600","2012-12-15","Spain","Sevilla FC",1029
"34601","2013-01-05","Spain","Sevilla FC",1029
"34602","2002-09-11","Germany","VfB Stuttgart",1029
"34603","2006-10-14","Germany","VfB Stuttgart",1029
"34604","2007-10-27","Germany","VfB Stuttgart",1029
"34605","2009-10-20","Germany","VfB Stuttgart",1029
"34606","2009-12-19","Germany","VfB Stuttgart",1029
"34607","2011-11-20","Germany","VfB Stuttgart",1029
"34608","1999-05-30","Spain","Villarreal CF",1029
"34609","1999-05-05","Germany","VfL Wolfsburg",1029
"34610","2001-03-10","Germany","VfL Wolfsburg",1029
"34611","2009-05-05","England","Arsenal FC",1028
"34612","2015-04-11","England","Arsenal FC",1028
"34613","2008-10-25","France","AJ Auxerre",1028
"34614","2011-12-17","France","AJ Auxerre",1028
"34615","2002-10-19","Germany","Bayer Leverkusen",1028
"34616","2015-03-21","France","Girondins Bordeaux",1028
"34617","2015-10-22","France","Girondins Bordeaux",1028
"34618","1998-02-07","Germany","Borussia Dortmund",1028
"34619","1998-04-09","Germany","Borussia Dortmund",1028
"34620","1999-05-15","Germany","Borussia Dortmund",1028
"34621","2004-03-13","Germany","Borussia Dortmund",1028
"34622","2005-03-19","Germany","Borussia Dortmund",1028
"34623","2005-12-10","Germany","Borussia Dortmund",1028
"34624","2006-08-26","Germany","Borussia Dortmund",1028
"34625","2006-12-23","England","Chelsea FC",1028
"34626","2014-08-23","England","Chelsea FC",1028
"34627","2015-08-16","England","Chelsea FC",1028
"34628","2017-03-06","England","Chelsea FC",1028
"34629","2010-05-08","Spain","Deportivo La Coruña",1028
"34630","2010-11-21","Spain","Deportivo La Coruña",1028
"34631","2010-12-06","Spain","Deportivo La Coruña",1028
"34632","2002-03-30","Italy","ACF Fiorentina",1028
"34633","2005-02-13","Italy","ACF Fiorentina",1028
"34634","2012-03-11","Italy","ACF Fiorentina",1028
"34635","2014-02-01","Belgium","KAA Gent",1028
"34636","2014-02-16","Belgium","KAA Gent",1028
"34637","2017-02-23","Belgium","KAA Gent",1028
"34638","1999-05-08","Germany","1. FC Kaiserslautern",1028
"34639","2000-04-11","Germany","1. FC Kaiserslautern",1028
"34640","2001-05-19","Germany","1. FC Kaiserslautern",1028
"34641","2002-03-30","Germany","1. FC Kaiserslautern",1028
"34642","2010-04-03","Italy","Lazio Roma",1028
"34643","2009-10-25","England","Liverpool FC",1028
"34644","2010-04-18","Spain","Málaga CF",1028
"34645","2010-10-03","Spain","Málaga CF",1028
"34646","2014-03-15","Spain","Málaga CF",1028
"34647","2014-09-13","England","Manchester City",1028
"34648","2003-10-04","England","Manchester United",1028
"34649","2003-10-25","England","Manchester United",1028
"34650","2013-12-15","England","Manchester United",1028
"34651","2017-04-04","England","Manchester United",1028
"34652","2008-05-17","France","AS Monaco",1028
"34653","2009-04-04","France","AS Monaco",1028
"34654","2013-10-05","France","FC Nantes",1028
"34655","2015-01-24","France","FC Nantes",1028
"34656","1998-02-01","Italy","SSC Napoli",1028
"34657","2001-01-07","Italy","SSC Napoli",1028
"34658","2001-04-01","Italy","SSC Napoli",1028
"34659","2009-05-17","Italy","SSC Napoli",1028
"34660","2018-02-19","Greece","Panathinaikos",1028
"34661","2010-09-11","France","Paris Saint-Germain",1028
"34662","2009-08-16","Germany","FC Schalke 04",1028
"34663","2009-08-21","Germany","FC Schalke 04",1028
"34664","2010-09-29","Germany","FC Schalke 04",1028
"34665","1997-03-16","Spain","Sevilla FC",1028
"34666","1996-04-04","Germany","VfB Stuttgart",1028
"34667","1997-02-22","Germany","VfB Stuttgart",1028
"34668","1998-11-08","Germany","VfB Stuttgart",1028
"34669","2006-04-16","Germany","VfB Stuttgart",1028
"34670","2008-02-23","Germany","VfB Stuttgart",1028
"34671","2008-05-10","Germany","VfB Stuttgart",1028
"34672","2008-10-26","Germany","VfB Stuttgart",1028
"34673","2011-10-22","Germany","VfB Stuttgart",1028
"34674","2017-05-14","England","Tottenham Hotspur",1028
"34675","1998-11-28","Germany","VfL Wolfsburg",1028
"34676","1998-12-12","Germany","VfL Wolfsburg",1028
"34677","2001-03-16","Germany","VfL Wolfsburg",1028
"34678","2008-10-05","Germany","VfL Wolfsburg",1028
"34679","2010-10-24","England","Arsenal FC",1027
"34680","2011-02-16","England","Arsenal FC",1027
"34681","2015-10-31","England","Arsenal FC",1027
"34682","2015-12-21","England","Arsenal FC",1027
"34683","2008-09-13","France","AJ Auxerre",1027
"34684","1994-03-12","Germany","Bayer Leverkusen",1027
"34685","1995-03-18","Germany","Bayer Leverkusen",1027
"34686","2007-04-21","Germany","Bayer Leverkusen",1027
"34687","2008-10-24","Germany","Bayer Leverkusen",1027
"34688","2017-08-18","Germany","Bayer Leverkusen",1027
"34689","2016-04-30","France","Girondins Bordeaux",1027
"34690","1998-11-14","Germany","Borussia Dortmund",1027
"34691","2004-10-26","Germany","Borussia Dortmund",1027
"34692","2013-11-06","England","Chelsea FC",1027
"34693","2014-03-15","England","Chelsea FC",1027
"34694","2014-04-22","England","Chelsea FC",1027
"34695","2014-08-18","England","Chelsea FC",1027
"34696","2017-02-04","England","Chelsea FC",1027
"34697","2017-10-14","England","Chelsea FC",1027
"34698","2011-05-10","Spain","Deportivo La Coruña",1027
"34699","2011-05-21","Spain","Deportivo La Coruña",1027
"34700","2015-09-24","Spain","Deportivo La Coruña",1027
"34701","2005-01-30","Italy","ACF Fiorentina",1027
"34702","2012-04-07","Italy","ACF Fiorentina",1027
"34703","2012-04-11","Italy","ACF Fiorentina",1027
"34704","2013-10-30","Belgium","KAA Gent",1027
"34705","2012-01-01","England","Manchester City",1027
"34706","2012-12-09","England","Manchester City",1027
"34707","2007-01-01","England","Manchester United",1027
"34708","2007-04-07","England","Manchester United",1027
"34709","2007-08-12","England","Manchester United",1027
"34710","2007-09-19","England","Manchester United",1027
